"amd64_code","aarch64_code"
"mov rdi, qword ptr [r12];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [r12];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [r12];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x20];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;call 0x2000 ;call 0x3000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x10];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rbp, rax;jmp 0x1000 ;jmp 0x2000","mov x20, x0;b 0x1000 ;ldp x21, x22, [];b 0x2000"
"mov rdi, qword ptr [rsp+0x10];mov esi, 0x10;call 0x1000 ;call 0x2000 ;call 0x3000","mov x0, x27;bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x20];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov esi, 0x10;mov rdi, r12;call 0x1000 ;jmp 0x2000 ;jmp 0x3000","mov w1, # 0x10;mov x0, x21;bl 0x1000 ;b 0x2000"
"mov esi, 0x10;mov rdi, r13;call 0x1000 ;call 0x2000 ;call 0x3000","mov x0, x23;mov w1, # 0x10;bl 0x1000 ;mov x0, x22;bl 0x2000"
"mov rdi, qword ptr [rbp];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;mov esi, 0x18;call 0x1000 ;mov rdi, r12;call 0x2000 ;call 0x3000","mov x0, x20;bl 0x1000 ;mov w1, # 0x18;mov x0, x21;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, r14;mov esi, 0x48;call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000","mov x0, x20;bl 0x1000 ;mov w1, # 0x48;mov x0, x19;bl 0x2000"
"mov rdi, r14;mov esi, 0x10;call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000","mov x0, x20;bl 0x1000 ;mov w1, # 0x10;mov x0, x19;bl 0x2000"
"mov rdi, r12;mov esi, 0x10;mov r12, rbx;call 0x1000 ;mov rdi, qword ptr [rbp];test rdi, rdi;je 0x2000","mov x0, x22;mov w1, # 0x10;bl 0x1000 ;cbz x0, 0x2000"
"mov rdi, rbp;mov esi, 0x18;call 0x1000 ;mov rdi, r12;call 0x2000 ;call 0x3000","mov x0, x20;bl 0x1000 ;mov w1, # 0x18;mov x0, x21;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, rbp;mov esi, 0x48;call 0x1000 ;mov rdi, r12;call 0x2000 ;call 0x3000","mov x0, x20;bl 0x1000 ;mov w1, # 0x48;mov x0, x21;bl 0x2000"
"mov rdi, rbp;mov esi, 0x18;call 0x1000 ;mov rdi, r12;call 0x2000 ;call 0x3000","mov x0, x20;bl 0x1000 ;mov w1, # 0x18;mov x0, x21;bl 0x2000"
"mov esi, 0x10;mov rdi, r13;call 0x1000 ;mov rdi, qword ptr [rsp+0x20];test rdi, rdi;je 0x2000","mov x0, x23;mov w1, # 0x10;bl 0x1000 ;cbz x0, 0x2000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, r13;call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000","mov x0, x22;bl 0x1000 ;mov x0, x20;bl 0x2000 ;bl 0x3000"
"mov rbx, rax;mov rdi, qword ptr [rsp+0x70];test rdi, rdi;je 0x1000","mov x19, x0;cbz x0, 0x1000"
"call 0x1000 ;call 0x2000 ;call 0x3000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x60];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;call 0x2000 ;call 0x3000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x48];call 0x1000 ;mov rdi, rbx;call 0x2000 ;call 0x3000","ldr x0, [];bl 0x1000 ;mov x0, x19;bl 0x2000 ;bl 0x3000"
"mov rdi, qword ptr [rbp];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov esi, 0x58;mov rdi, rbp;call 0x1000 ;jmp 0x2000 ;jmp 0x3000","mov x1, # 0x58;mov x0, x20;bl 0x1000 ;b 0x2000 ;b 0x3000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rbx, rax;jmp 0x1000 ;jmp 0x2000","mov x19, x0;b 0x1000 ;b 0x2000"
"mov rbx, rax;mov rdi, r15;call 0x1000 ;jmp 0x2000 ;jmp 0x3000","mov x19, x0;b 0x1000 ;mov x0, x26;bl 0x2000 ;b 0x3000"
"mov esi, 0x10;mov rdi, rbp;call 0x1000 ;jmp 0x2000","mov w1, # 0x10;mov x0, x20;bl 0x1000 ;b 0x2000"
"mov rdi, qword ptr [rsp+0x70];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;call 0x2000 ;call 0x3000"," bl 0x1000 ;bl 0x2000"
"mov esi, 0x10;mov rdi, rbp;call 0x1000 ;jmp 0x2000","mov w1, # 0x10;mov x0, x20;bl 0x1000 ;b 0x2000"
"mov rdi, r15;call 0x1000 ;jmp 0x2000 ;jmp 0x3000","mov x0, x19;bl 0x1000 ;b 0x2000 ;b 0x3000"
"mov rdi, r12;mov esi, 0x10;lea r12, [rsp+0x20];call 0x1000 ;mov rdi, r12;call 0x2000 ;mov rdi, rbp;call 0x3000 ;call 0x4000","mov x0, x21;bl 0x1000 ;mov w1, # 0x10;mov x0, x19;bl 0x2000 ;bl 0x3000"
"mov rbp, rax;jmp 0x1000","mov x20, x0;b 0x1000"
"mov rdi, r12;call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000","mov x0, x21;bl 0x1000 ;mov x0, x20;bl 0x2000 ;bl 0x3000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"lea rdi, [rsp+0x10];call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000","mov x0, x23;bl 0x1000 ;bl 0x2000"
"mov rdi, r13;call 0x1000 ;mov rdi, qword ptr [rsp+0x48];test rdi, rdi;je 0x2000","mov x0, x22;bl 0x1000 ;cbz x0, 0x2000"
"mov rdi, r12;call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000","mov x0, x21;bl 0x1000 ;mov x0, x20;bl 0x2000 ;bl 0x3000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x10];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"call 0x1000 ;call 0x2000 ;call 0x3000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x88];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x10];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x10];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;call 0x2000 ;call 0x3000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x30];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0x20];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x30];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0x20];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x10];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x30];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;call 0x2000 ;call 0x3000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x20];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0x10];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;jmp 0x2000"," bl 0x1000 ;b 0x2000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x30];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;jmp 0x2000 ;jmp 0x3000"," bl 0x1000 ;b 0x2000 ;b 0x3000"
"mov rdi, qword ptr [rsp+0x30];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;jmp 0x2000 ;jmp 0x3000"," bl 0x1000 ;b 0x2000 ;b 0x3000"
"mov rdi, qword ptr [rsp+0x30];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0x10];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;jmp 0x2000"," bl 0x1000 ;b 0x2000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [r15];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [r15];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x10];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x10];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov esi, 0x110;mov rdi, r12;call 0x1000 ;mov rdi, qword ptr [rsp];test rdi, rdi;je 0x2000","mov w1, # 0x110;mov x0, x21;bl 0x1000 ;cbz x0, 0x2000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov esi, 0x110;mov rdi, r12;call 0x1000 ;mov rdi, qword ptr [rsp];test rdi, rdi;je 0x2000","mov w1, # 0x110;mov x0, x21;bl 0x1000 ;cbz x0, 0x2000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov rdi, r14;call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000","mov x0, x20;bl 0x1000 ;mov x0, x19;bl 0x2000 ;bl 0x3000"
"mov rdi, rbp;call 0x1000 ;mov rdi, r12;call 0x2000 ;call 0x3000","mov x0, x20;bl 0x1000 ;mov x0, x21;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"lea rdi, [rbx+0x40];call 0x1000 ;lea rdi, [rbx+0x28];call 0x2000 ;mov rdi, qword ptr [rbx+0x30];test rdi, rdi;je 0x3000","ldr x0, [];add x0, x19, # 0x40;bl 0x1000 ;cbz x0, 0x2000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp];call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000","mov x0, x27;bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rax, qword ptr [rbp];mov rdi, rbp;call qword ptr [rax+0x10];mov rdi, r12;call 0x1000 ;call 0x2000","ldr x0, [];ldr x0, [];bl 0x1000 ;mov x0, x21;bl 0x2000"
"mov rdi, qword ptr [rsp+0x10];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, rbp;mov rbp, rbx;call 0x1000 ;mov rdi, qword ptr [rsp];test rdi, rdi;je 0x2000","mov x0, x20;bl 0x1000 ;cbz x0, 0x2000"
"mov rbx, qword ptr [rsp+0x8];test rbx, rbx;je 0x1000","ldr x19, [];cbz x19, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"mov rax, qword ptr [rbx-0x8];shl rax, 0x4;add rbx, rax","ldr x0, [] # 0x8;add x19, x19, x0, lsl # 0x4"
"sub rbx, 0x10;mov rdi, rbx;call 0x1000 ;jmp 0x2000","sub x19, x19, # 0x10;mov x0, x19;bl 0x1000 ;b 0x2000"
"mov rsi, qword ptr [rbx-0x8];lea rdi, [rbx-0x8];shl rsi, 0x4;add rsi, 0x8;call 0x1000","ldur x1, [];add x0, x19, # 0x8;add x1, x1, # 0x8;bl 0x1000"
"cmp qword ptr [rsp+0x8], rbx;jne 0x1000","cmp x25, x19;b.ne 0x1000"
"mov rdi, rbp;mov rbp, rbx;call 0x1000 ;jmp 0x2000","mov x0, x20;bl 0x1000 ;mov x20, x19;b 0x2000"
"mov rdi, qword ptr [rsp];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rbx, qword ptr [rsp+0x8];test rbx, rbx;je 0x1000","ldr x19, [];cbz x19, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"mov rax, qword ptr [rbx-0x8];shl rax, 0x4;add rbx, rax","ldr x0, [] # 0x8;add x19, x19, x0, lsl # 0x4"
"sub rbx, 0x10;mov rdi, rbx;call 0x1000 ;jmp 0x2000","sub x19, x19, # 0x10;mov x0, x19;bl 0x1000 ;b 0x2000"
"mov rsi, qword ptr [rbx-0x8];lea rdi, [rbx-0x8];shl rsi, 0x4;add rsi, 0x8;call 0x1000","ldur x1, [];add x0, x19, # 0x8;add x1, x1, # 0x8;bl 0x1000"
"cmp qword ptr [rsp+0x8], rbx;jne 0x1000","cmp x25, x19;b.ne 0x1000"
"mov rbp, rax;mov rdi, r12;call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000","mov x0, x21;bl 0x1000 ;mov x20, x0;mov x0, x19;bl 0x2000 ;mov x20, x0;bl 0x3000"
"mov rdi, rbp;mov esi, 0x18;mov rbp, rbx;call 0x1000 ;jmp 0x2000","mov x0, x20;mov w1, # 0x18;bl 0x1000 ;b 0x2000"
"mov rdi, r12;call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000","mov x0, x21;bl 0x1000 ;mov x0, x20;bl 0x2000 ;bl 0x3000"
"mov rdi, r14;call 0x1000 ;jmp 0x2000","mov x0, x19;bl 0x1000 ;b 0x2000"
"mov rdi, r12;call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000","mov x0, x21;bl 0x1000 ;mov x0, x20;bl 0x2000 ;bl 0x3000"
"mov rdi, rbp;mov esi, 0x10;mov rbp, rbx;call 0x1000 ;jmp 0x2000 ;jmp 0x3000","mov x0, x20;mov w1, # 0x10;bl 0x1000 ;b 0x2000 ;mov x20, x19;b 0x3000"
"mov esi, 0x10;mov rdi, r14;call 0x1000 ;call 0x2000 ;call 0x3000","mov x0, x20;bl 0x1000 ;mov w1, # 0x10;mov x0, x19;bl 0x2000"
"mov rdi, qword ptr [rsp+0x30];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov dword ptr [rsp+0x10], r12d","str w19, [];b 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"sub dword ptr [rsp+0x10], 0x1;mov eax, dword ptr [rsp+0x10];mov r12, qword ptr [r13+rax*8];test r12, r12;je 0x1000","sub w0, w24, # 0x1;ldr x21, [];cbz x21, 0x1000"
"test r13, r13;je 0x1000","cbz x21, 0x1000;str x25, []"
